Launch Date and Time (UTC),Launch Date Only (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Nation of Ownership,Official Payload Name,Manufacturer's Payload Name,Inclination degrees,COSPAR,Launch Designator ,SATCAT ID,SATCAT ID w/o success code or leading zeros,LV S/N,Site,Ref,International Designator,Decay Date,Orbital Period minutes,Apogee Altitude kilometers,Perigee Altitude kilometers,Radar Cross Section meters2
,11/12/1966,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,FSW RV,FSW RV,73.2,1975-111,,A02633,2633,,,,1966-105C,12/30/1966,90.2,374,189,N/A
,12/3/1966,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV Mission 1210-3,SRV-3,65,1975-051,,A02604,2604,,,,1966-108B,12/10/1966,88.5,223,180,N/A
,12/11/1966,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OV1-10,OV1-10,93.4,1966-111B,,S02611,2611,,,,1966-111B,11/30/2002,87.3,144,138,1.8072
,12/11/1966,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kapsula Kosmosa-769,FEU-170-13 No. 5L,93.4,1975-088,,A02611,2611,,,,1966-111B,11/30/2002,87.3,144,138,1.8072
,12/12/1966,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,SRV Mission 1210-4,SRV-4,48.4,1975-051,,A02617,2617,,,,1966-112D,12/28/1966,90.7,389,231,N/A
,12/14/1966,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Biosatellite 1 Capsule,Biosatellite A SRV,33.5,1966-114A,,S02632,2632,,,,1966-114A,2/15/1967,88,183,170,N/A
,12/14/1966,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV Mission 4345-2,SRV-2,33.5,1975-098,,A02632,2632,,,,1966-114A,2/15/1967,88,183,170,N/A
,12/21/1966,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV Mission 4345-1,SRV-1,51.8,1975-098,,A02628,2628,,,,1966-116C,12/23/1966,88.3,201,179,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK-5,26.6,1990-087,,A04901,4901,,,,1967-001E,2/9/1971,92.6,629,172,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK,26.2,1992-077,,A05269,5269,,,,1967-001J,12/13/1979,93.6,628,271,0.0664
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK,26.5,1993-021,,A05333,5333,,,,1967-001K,10/14/1971,91.7,510,204,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SLA-1/GAS,SLA-1/GAS,27,1996-001,,A05735,5735,,,,1967-001L,3/9/1973,350.2,19838,320,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK-5,26.5,1997-024,,A05951,5951,,,,1967-001N,1/28/1993,88.9,312,127,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK-7,26.6,1997-024,,A05969,5969,,,,1967-001R,9/14/1975,172.3,7508,250,N/A
,1/11/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spacehab SH-09,Spacehab LDM,26.5,1997-055,,A05989,5989,,,,1967-001U,8/11/1977,104.4,1741,193,N/A
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9322,IDCSP 9,1.4,1967-003B,,S02649,2649,,,,1967-003B,,1329.9,33833,33528,0.3561
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV Mission 1211-1,SRV-1,1.4,1975-114,,A02649,2649,,,,1967-003B,,1329.9,33833,33528,0.3561
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9323,IDCSP 10,1.4,1967-003C,,S02650,2650,,,,1967-003C,,1330.6,33845,33546,0.3419
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9324,IDCSP 11,1.4,1967-003D,,S02651,2651,,,,1967-003D,,1332,33874,33575,0.1995
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9325,IDCSP 12,1.3,1967-003E,,S02652,2652,,,,1967-003E,,1334,33923,33606,0.003
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9326,IDCSP 13,1.2,1967-003F,,S02653,2653,,,,1967-003F,,1336.4,33990,33635,0.7944
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9327,IDCSP 14,1.2,1967-003G,,S02654,2654,,,,1967-003G,,1339.4,34089,33655,0.5011
,1/18/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9328,IDCSP 15,1.1,1967-003H,,S02655,2655,,,,1967-003H,,1342.9,34213,33671,0.3981
,1/25/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV 1807,SRV Mission 1211-5,49.9,1975-114,,A02659,2659,,,,1967-005C,1/25/1967,87.2,681,0,N/A
,1/26/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 1211-2,SRV-2,102,1975-114,,A02657,2657,,,,1967-006A,,113.4,1440,1326,0.7885
,2/7/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV Mission 1211-3,SRV-3,51.7,1975-114,,A02668,2668,,,,1967-009B,2/8/1967,87.7,173,147,N/A
,2/8/1967,HGSTR,"Hammaguir Launch Site, Algeria",30.875014,-3.065188,,,FR,Spuskaemaya Kapsula,SpK,40,1976-018,,A02671,2671,,,,1967-011B,,101,1066,545,1.2542
,2/8/1967,HGSTR,"Hammaguir Launch Site, Algeria",30.875014,-3.065188,,,FR,Spuskaemaya Kapsula,SpK,39.9,1976-018,,A02673,2673,,,,1967-011C,12/13/1967,95,605,435,N/A
,2/8/1967,HGSTR,"Hammaguir Launch Site, Algeria",30.875014,-3.065188,,,FR,Spacelab 1,Spacelab Long Module 1,39.9,1983-116,,A03742,3742,,,,1967-011P,8/27/1980,91.6,380,328,0.0176
,2/15/1967,HGSTR,"Hammaguir Launch Site, Algeria",30.875014,-3.065188,,,FR,SRV MIssion 1211-4,SRV-4,39.6,1975-114,,A02681,2681,,,,1967-014D,9/16/1968,93.4,531,348,N/A
,2/15/1967,HGSTR,"Hammaguir Launch Site, Algeria",30.875014,-3.065188,,,FR,Spuskaemaya Kapsula,SpK,39,1984-102,,A03935,3935,,,,1967-014H,8/2/1981,90.2,293,277,0.0089
,2/22/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 4346-1,SRV-1,80,1976-027,,A02686,2686,,,,1967-015A,3/11/1967,88.6,242,166,N/A
,2/28/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,SRV Mission 4346-2,SRV-2,81.2,1976-027,,A02696,2696,,,,1967-018B,9/1/1989,87.2,144,128,19.5258
,2/28/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 7,ESO,81.2,1978-120J,,A03095,3095,,,,1967-018C,4/8/1971,88.9,239,198,N/A
,3/10/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Spuskaemaya Kapsula,SpK,51.5,1977-030,,A02815,2815,,,,1967-021C,5/23/1967,89.2,288,184,N/A
,3/21/1967,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,Spuskaemaya Kapsula,SpK,48.5,1976-072,,A02725,2725,,,,1967-024D,3/26/1967,88.5,246,157,N/A
,3/21/1967,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,SRV Mission 1212-1,SRV-1,48.4,1976-065,,A02728,2728,,,,1967-024G,3/27/1967,89.6,261,244,N/A
,3/25/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Spuskaemaya Kapsula,SpK,71,1976-072,,A02723,2723,,,,1967-028B,5/22/1967,88.6,215,191,N/A
,4/4/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,SRV Mission 1212-2,SRV-2,64.6,1976-065,,A02742,2742,,,,1967-030B,4/11/1967,88.4,197,197,N/A
,4/6/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV 1808,SRV Mission 1212-5,28.2,1976-065,,A02743,2743,,,,1967-031A,9/2/1969,89.2,328,144,N/A
,4/14/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 4347-1,SRV-1,90.2,1976-094,,A02755,2755,,,,1967-034B,,106.4,1078,1040,0.2884
,4/14/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV MIssion 1212-4,SRV-4,89.8,1976-065,,A02778,2778,,,,1967-034D,,107.9,1224,1040,0.0508
,4/17/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-816 SS 24,ESO,,1976-037AB,,A02764,2764,,,,1967-035B,,,,,N/A    EM0
,4/26/1967,SNMLP,"Broglio Space Centre, Kenya",-2.938333,40.2125,,,IT,SRV Mission 1212-3,SRV-3,2.9,1976-065,,A02761,2761,,,,1967-038A,10/14/1967,88,196,154,N/A
,4/28/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Vela 4B,Vela 4B,37.2,1967-040B,,S02766,2766,,,,1967-040B,,6708.8,123849,99054,N/A
,4/28/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,ERS 18,ERS 18,41.9,1967-040C,,S02767,2767,,,,1967-040C,,2730.8,115203,1474,0.003
,4/28/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV MIssion 4347-2,SRV-2,41.9,1976-094,,A02767,2767,,,,1967-040C,,2730.8,115203,1474,0.003
,4/28/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,ERS 20,OV5-3,41.3,1967-040D,,S02768,2768,,,,1967-040D,,2823.4,118190,1399,0.003
,4/28/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,ERS 27,OV5-1,33.1,1967-040E,,S02769,2769,,,,1967-040E,,2497.9,108297,912,N/A
,5/9/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OPS 1967,P-11 No. 4408,84.9,1967-043B,,S02780,2780,,,,1967-043B,3/14/1993,87.3,145,131,2.0068
,5/18/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 4348-1,SRV-1,89.7,1977-019,,A02807,2807,,,,1967-048A,,106.7,1087,1057,1.5028
,5/24/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Spuskaemaya Kapsula,SpK,71.6,1977-030,,A02817,2817,,,,1967-051A,5/3/1969,6215.5,209613,1593,N/A
,5/24/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV MIssion 4348-2,SRV-2,64.9,1977-019,,A02820,2820,,,,1967-052D,5/28/1967,91.2,471,199,N/A
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,GGSE 4,POPPY 5 SV2,70,1967-053C,,S02828,2828,,,,1967-053C,,103.1,907,899,0.9014
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,GGSE 5,POPPY 5 SV4,70,1967-053D,,S02834,2834,,,,1967-053D,,103.2,912,905,0.746
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Timation 1,Timation 1,70,1967-053E,,S02847,2847,,,,1967-053E,,102.8,894,884,0.1738
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Calsphere III,NRL PL159,70,1967-053F,,S02872,2872,,,,1967-053F,,103,903,894,0.3483
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-885 SS 24,ESO,70,1976-124AB,,A02872,2872,,,,1967-053F,,103,903,894,0.3483
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,NRL PL151,POPPY 5 SV1,70,1967-053G,,S02873,2873,,,,1967-053G,,103,906,898,0.6503
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,NRL PL153,POPPY 5 SV3,70,1967-053H,,S02874,2874,,,,1967-053H,,103.1,910,903,0.6783
,5/31/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,NRL PL150B,NRL PL150B,70,1967-053J,,S02909,2909,,,,1967-053J,,98.8,705,698,0.062
,6/12/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV Mission 1213-1,SRV-1,,1977-056,,A02840,2840,,,,1967-058A,10/18/1967,,,,N/A    VE2
,6/12/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-929 VA,TKS VA No. 009A/2,81.8,1977-066,,A02843,2843,,,,1967-059B,11/1/1967,88,199,147,N/A
,6/16/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OPS 1873,P-11 No. 4409,80.2,1967-062B,,S02851,2851,,,,1967-062B,10/22/1968,88.3,197,182,N/A
,6/16/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 1213-2,SRV-2,80.2,1977-056,,A02851,2851,,,,1967-062B,10/22/1968,88.3,197,182,N/A
,6/17/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Spuskaemaya Kapsula,SpK,51.8,1977-085,,A02856,2856,,,,1967-063C,6/26/1967,88.7,231,192,N/A
,6/29/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Aurora 1,Aurora 1,90.2,1967-065B,,S02876,2876,,,,1967-065B,,172.1,3945,3799,0.6042
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Spuskaemaya Kapsula,SpK,6.2,1977-085,,A02862,2862,,,,1967-066A,,1309.6,33533,33013,0.2511
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9332,IDCSP 17,6.2,1967-066B,,S02863,2863,,,,1967-066B,,1310.3,33541,33034,0.4156
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9333,IDCSP 18,6.3,1967-066C,,S02864,2864,,,,1967-066C,,1311.7,33551,33077,0.1596
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,OPS 9334,IDCSP 19/DATS,6.3,1967-066D,,S02865,2865,,,,1967-066D,,1313.6,33572,33134,0.289
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,LES 5,LES 5,6.4,1967-066E,,S02866,2866,,,,1967-066E,,1316,33603,33202,2.5149
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-885 SS 18,ESO,6.4,1976-124V,,A02866,2866,,,,1967-066E,,1316,33603,33202,2.5149
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,DODGE,DODGE,6.6,1967-066F,,S02867,2867,,,,1967-066F,,1319.1,33664,33263,1.9471
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-885 SS 19,ESO,6.6,1976-124W,,A02867,2867,,,,1967-066F,,1319.1,33664,33263,1.9471
,7/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-885 SS 20,ESO,6.7,1976-124X,,A02868,2868,,,,1967-066G,,1322.2,33833,33221,1.6554
,7/4/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Kosmos-885 SS 21,ESO,51.8,1976-124Y,,A02869,2869,,,,1967-067A,7/12/1967,89.1,261,198,N/A
,7/4/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Kosmos-885 SS 22,ESO,51.8,1976-124Z,,A02870,2870,,,,1967-067B,7/8/1967,88.8,244,185,N/A
,7/4/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Kosmos-885 SS 23,ESO,51.8,1976-124AA,,A02871,2871,,,,1967-067C,7/8/1967,89.2,266,202,N/A
,7/17/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV 1809,SRV Mission 1213-5,49.7,1977-056,,A02879,2879,,,,1967-069B,7/18/1967,87.1,152,110,N/A
,7/25/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 1213-3,SRV-3,75,1977-056,,A02891,2891,,,,1967-071B,8/21/1967,92.4,410,372,N/A
,7/25/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-913 SS 21,ESO,75.1,1977-042Y,,A02892,2892,,,,1967-071C,10/16/1967,90.4,294,294,N/A
,7/27/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-913 SS 22,ESO,101.7,1977-042Z,,A02893,2893,,,,1967-072A,2/22/1972,87.4,146,144,N/A
,7/27/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-913 SS 23,ESO,101.7,1977-042AA,,A02894,2894,,,,1967-072B,11/15/1970,88.7,220,204,N/A
,7/27/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 4349-2,SRV-2,101.6,1977-094,,A02897,2897,,,,1967-072C,5/2/1977,87.9,168,168,1.4355
,7/27/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OV1-12,OV1-12S,101.6,1967-072D,,S02901,2901,,,,1967-072D,7/22/1980,88,183,171,0.754
,7/28/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-913 SS 24,ESO,85.9,1977-042AB,,A02895,2895,,,,1967-073A,8/16/1972,88.6,223,189,N/A
,8/1/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV Mission 1213-4,SRV-4,,1977-056,,A02907,2907,,,,1967-075A,1/31/1968,,,,N/A    MO2
,8/9/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,FSW RV,FSW RV,51.8,1978-011,,A02917,2917,,,,1967-078B,8/13/1967,87.8,182,153,N/A
,9/12/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-965 SS 24,ESO,81.7,1977-111AD,,A02959,2959,,,,1967-086G,4/2/1968,91.7,456,261,N/A
,9/12/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Spuskaemaya Kapsula,SpK,82.2,1978-076,,A02984,2984,,,,1967-086M,10/31/1967,92.7,634,184,N/A
,9/22/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV Mission 1214-2,SRV-2,49.6,1978-029,,A02962,2962,,,,1967-091A,9/22/1967,87.9,207,139,N/A
,9/25/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 1214-4,SRV-4,89.4,1978-029,,A02994,2994,,,,1967-092C,,103.3,983,845,0.0487
,10/3/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,SRV 1810,SRV Mission 1214-5,64.8,1978-029,,A02975,2975,,,,1967-095B,10/21/1967,88,196,155,N/A
,10/11/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 1214-3,SRV-3,99.2,1978-029,,A02980,2980,,,,1967-096A,,98.7,767,627,0.6335
,10/22/1967,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Spuskaemaya Kapsula,SpK,64.9,1980-071,,A03226,3226,,,,1967-101F,1/19/1970,112.5,2597,88,N/A
,10/30/1967,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Leonardo,MPLM-1,74,2002-028,,A06698,6698,,,,1967-108J,5/13/1974,93.2,442,422,N/A
,11/2/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OPS 1587,P-11 No. 4410,81.6,1967-109B,,S03025,3025,,,,1967-109B,3/28/1969,88.4,208,179,N/A
,11/10/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Wake Shield Facility,WSF,101.5,1994-006,,A05443,5443,,,,1967-114E,,114.6,1485,1388,0.0142
,12/5/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Spuskaemaya Kapsula,SpK,90.6,1979-019,,A03057,3057,,,,1967-120A,3/9/1969,87.7,168,156,N/A
,12/5/1967,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Spuskaemaya Kapsula,SpK,90.7,1979-019,,A03059,3059,,,,1967-120B,4/8/1968,88.7,214,209,N/A
,12/13/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,TTS 1,TTS A,32.9,1967-123B,,S03067,3067,,,,1967-123B,4/28/1968,87.8,180,155,N/A
,12/13/1967,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,SRV Mission 1215-1,SRV-1,32.9,1979-025,,A03069,3069,,,,1967-123D,2/12/1968,89,222,222,N/A
,12/19/1967,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,Spuskaemaya Kapsula,SpK,48.8,1979-037,,A03074,3074,,,,1967-125A,7/7/1968,87.6,166,146,N/A
,12/19/1967,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,Spuskaemaya Kapsula,SpK,48.8,1979-037,,A03076,3076,,,,1967-125C,1/7/1968,92.2,544,220,N/A
,12/26/1967,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,,,CIS,SRV Mission 1215-2,SRV-2,,1979-025,,A03090,3090,,,,1967-126J,12/30/1967,,,,N/A    NIE
,1/16/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 8,ESO,65.6,1978-120K,,A03096,3096,,,,1968-003B,1/25/1968,87.5,166,135,N/A
,1/16/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 11,ESO,65.6,1978-120N,,A03099,3099,,,,1968-003A,2/1/1968,87.9,190,154,N/A
,1/16/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,SRV Mission 4350-1,SRV-1,65.7,1979-044,,A03115,3115,,,,1968-003C,1/30/1968,88.4,243,145,N/A
,1/16/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,SRV 1811,SRV Mission 1215-5,65.6,1979-025,,A03117,3117,,,,1968-003D,2/3/1968,88.9,282,159,N/A
,1/17/1968,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-1065 SS 9,ESO,75.1,1978-120L,,A03097,3097,,,,1968-004A,7/7/1970,88.3,197,181,N/A
,1/17/1968,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-1065 SS 13,ESO,75.1,1978-120Q,,A03101,3101,,,,1968-004B,3/29/1968,91.5,367,332,N/A
,1/18/1968,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,Kosmos-1065 SS 10,ESO,111.5,1978-120M,,A03098,3098,,,,1968-005A,2/4/1968,89.5,371,132,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 12,ESO,74,1978-120P,,A03100,3100,,,,1968-006A,2/24/1973,87.9,169,169,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 14,ESO,74,1978-120R,,A03102,3102,,,,1968-006B,2/4/1972,87.7,172,145,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 15,ESO,74,1978-120S,,A03103,3103,,,,1968-006C,9/30/1980,89,231,222,0.2063
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 16,ESO,74,1978-120T,,A03104,3104,,,,1968-006D,4/6/1968,92.3,388,383,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 21,ESO,73.9,1978-120Y,,A03109,3109,,,,1968-006E,4/11/1968,89.5,271,225,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 22,ESO,73.9,1978-120Z,,A03110,3110,,,,1968-006F,6/16/1968,91.8,381,345,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 23,ESO,73.9,1978-120AA,,A03111,3111,,,,1968-006G,4/15/1968,89.1,235,228,N/A
,1/19/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kosmos-1065 SS 24,ESO,74,1978-120AB,,A03112,3112,,,,1968-006H,6/16/1968,91.8,368,358,N/A
,1/22/1968,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-1065 SS 18,ESO,31.6,1978-120V,,A03106,3106,,,,1968-007A,1/24/1968,88.3,222,158,N/A
,1/22/1968,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,LM 1 Descent Stage,Apollo 5 DS,31.6,1968-007B,,S03107,3107,,,,1968-007B,2/12/1968,88.2,222,146,N/A
,1/22/1968,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-1065 SS 19,ESO,31.6,1978-120W,,A03107,3107,,,,1968-007B,2/12/1968,88.2,222,146,N/A
,1/22/1968,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,,,US,Kosmos-1065 SS 20,ESO,31.6,1978-120X,,A03108,3108,,,,1968-007C,1/23/1968,88.1,214,162,N/A
,1/24/1968,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,OPS 6236,P-11 No. 4412,81.6,1968-008B,,S03114,3114,,,,1968-008B,3/4/1970,88.2,186,185,N/A
,3/2/1968,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,,,CIS,Spuskaemaya Kapsula,SpK,51.5,1979-074,,A03135,3135,,,,1968-013B,3/7/1968,88.4,204,182,N/A
,3/2/1968,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,,,US,SRV Mission 4350-2,SRV-2,90,1979-044,,A03137,3137,,,,1968-012B,,106.7,1129,1018,0.607
,3/5/1968,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,,,CIS,Kapsula Kosmosa-1122,Nauka 31KS,70.9,1979-075,,A03139,3139,,,,1968-015A,3/2/1969,87.4,169,125,N/A
