Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,Manufacturer's Payload Name,COSPAR,Launch Designator ,SATCAT ID,SATCAT ID w/o success code or leading zeros,Site,LV S/N,Ref,International Designator,Tag,Data Mismatch Investigation Results
1979 Feb 24 0820:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas F/OIS,S,P78-1,P78-1,1979-017A,1979-017,S11278,11278,V        SLC3W,27F,Falworth,1979-017A,,
1979 Feb 25 1153:49,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Soyuz-32,Soyuz 7K-T No. 48,1979-018A,1979-018,S11281,11281,NIIP-5   LC31,Ye15000-155,NK0204-71,1979-018A,,
1979 Feb 27 1500:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1079,Feniks No. 15,1979-019A,1979-019,S11283,11283,NIIP-53  LC43/3,77025  -926,NK9718-91,1979-019A,,
1979 Feb 27 1700:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Interkosmos-19,AUOS-Z Ionozond-IK,1979-020A,1979-020,S11285,11285,NIIP-53  LC132/2,47155-107,NK9521-43,1979-020A,,
1979 Feb 6 0846:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,N-1,F,Ayame,ECS,1979-009A,1979-009,S11261,11261,TNSC     N,N-5(F),WWW-NASDA,1979-009A,,
1979 Feb 8 1000:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1075,Vektor,1979-010A,1979-010,S11262,11262,NIIP-53  LC132/2,53782-417,RAEX,1979-010A,,
1979 Jan 11 1500:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1070,Zenit-2M,1979-001A,1979-001,S11229,11229,NIIP-53  LC43/3,78066  -130,RAEX,1979-001A,,
1979 Jan 13 1530:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1071,Zenit-4MKM,1979-002A,1979-002,S11233,11233,NIIP-53  LC43/4,77025  -730,RAEX,1979-002A,,
1979 Jan 16 1737:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1072,Parus,1979-003A,1979-003,S11238,11238,NIIP-53  LC132/1,47182-437,RAEX,1979-003A,,
1979 Jan 18 1542:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-3,Molniya-3 No. 23,1979-004A,1979-004,S11240,11240,NIIP-53  LC43/4,78018  -504,NK9815-26,1979-004A,,
1979 Jan 25 0543:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Vostok 8A92M,S,Meteor-Priroda,Meteor-Priroda No. 2-3,1979-005A,1979-005,S11251,11251,NIIP-5   LC31,78026  -386,NK9817-36,1979-005A,,
1979 Jan 30 1515:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1073,Zenit-4MKM,1979-006A,1979-006,S11255,11255,NIIP-53  LC43/4,77025  -731,RAEX,1979-006A,,
1979 Jan 30 2142:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 2914,S,SCATHA,P78-2,1979-007A,1979-007,S11256,11256,CC       LC17B,629/D148,KHR-1,1979-007A,,
1979 Jan 31 0900:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Kosmos-1074,Soyuz 7K-ST No. 5L,1979-008A,1979-008,S11259,11259,NIIP-5   LC31,Ye15000-142,NK0204-71,1979-008A,,
1979 Jul 10 0900:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Kosmos-1113,Zenit-4MKM,1979-064A,1979-064,S11447,11447,NIIP-5   LC31,76038-  712,RAEX,1979-064A,,
1979 Jul 11 1541:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1114,Tselina-OM,1979-065A,1979-065,S11449,11449,NIIP-53  LC132/1,47155-104,RAEX,1979-065A,,
1979 Jul 13 0825:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1115,Fram,1979-066A,1979-066,S11451,11451,NIIP-53  LC43/4,76047  -062,NK96-26-40,1979-066A,,
1979 Jul 20 1158:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-1116,Tselina-D,1979-067A,1979-067,S11457,11457,NIIP-53  LC43/4,77025  -324,RAEX,1979-067A,,
1979 Jul 25 1520:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1117,Zenit-4MKM,1979-068A,1979-068,S11463,11463,NIIP-53  LC43/3,77025  -733,RAEX,1979-068A,,
1979 Jul 27 0730:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1118,Gektor-Priroda,1979-069A,1979-069,S11465,11465,NIIP-53  LC43/4,76047  -153,NK96-26-40,1979-069A,,
1979 Jul 27 2128:00,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Feng Bao 1,F,Shi Jian 2,SKW,1979-F02,1979-F02,F00818,818,JQ       LA2B,XCZ-1-02,LissovC,1964-033C,,
1979 Jul 31 0356:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,Molniya-1,1979-070A,1979-070,S11474,11474,NIIP-53  LC43/3,78055  -534,RAEX,1979-070A,,
1979 Jul 5 2319:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Gorizont,Gorizont No. 12L,1979-062A,1979-062,S11440,11440,NIIP-5   LC200/40,299-01,NK9602-24,1979-062A,,
1979 Jul 6 0820:00,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K65M,S,Kosmos-1112,Romb,1979-063A,1979-063,S11443,11443,GTsP-4   LC107/1,65075-124,RAEX,1979-063A,,
1979 Jun 10 1330:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan IIIC,S,DSP F8,DSP 11,1979-053A,1979-053,S11397,11397,CC       LC40,23C-13 (3C-31),AFT3,1979-053A,,
1979 Jun 12 0700:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1106,Gektor-Priroda,1979-054A,1979-054,S11399,11399,NIIP-53  LC43/4,77025  -128,NK96-26-40,1979-054A,,
1979 Jun 15 1050:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1107,Zenit-6,1979-055A,1979-055,S11404,11404,NIIP-53  LC43/3,D 15000-083,RAEX,1979-055A,,
1979 Jun 2 2326:00,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Scout D-1,S,Ariel 6,Ariel 6,1979-047A,1979-047,S11382,11382,WI       LA3A,S198C,SP-4024,1979-047A,,
1979 Jun 22 0700:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1108,Fram,1979-056A,1979-056,S11413,11413,NIIP-53  LC43/4,78055  -049,NK96-26-40,1979-056A,,
1979 Jun 27 1551:59,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas F,S,NOAA 6,NOAA A,1979-057A,1979-057,S11416,11416,V        SLC3W,25F,POES-WWW,1979-057A,,
1979 Jun 27 1811:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-1109,Oko,1979-058A,1979-058,S11417,11417,NIIP-53  LC41/1,76038  -512,NK9715-48,1979-058A,,
1979 Jun 28 0925:11,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress-7,Progress 7K-TG No. 107,1979-059A,1979-059,S11421,11421,NIIP-5   LC31,Zh15000-192,NK9807-46,1979-059A,,
1979 Jun 28 2009:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1110,Strela-2M,1979-060A,1979-060,S11425,11425,NIIP-53  LC132/1,53768-304,RAEX,1979-060A,,
1979 Jun 29 1600:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1111,Zenit-6,1979-061A,1979-061,S11429,11429,NIIP-53  LC43/3,78055  -421,RAEX,1979-061A,,
1979 Jun 5 2328:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-3,Molniya-3 No. 21,1979-048A,1979-048,S11384,11384,NIIP-53  LC43/4,76038  -509,NK9815-26,1979-048A,,
1979 Jun 6 1812:41,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Soyuz-34,Soyuz 7K-T No. 50,1979-049A,1979-049,S11387,11387,NIIP-5   LC31,Zh15000-178,NK0204-71,1979-049A,,
1979 Jun 6 1822:12,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor DSV-2U,S,DMSP F-4,DMSP Block 5D S-5,1979-050A,1979-050,S11389,11389,V        SLC10W,264,SAC7383,1979-050A,,
1979 Jun 7 1030:00,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K65M,S,Bhaskara,SEO,1979-051A,1979-051,S11392,11392,GTsP-4   LC107/1,65055-109,ESA-SP160-325,1979-051A,,
1979 Jun 8 0710:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1105,Fram,1979-052A,1979-052,S11394,11394,NIIP-53  LC41/1,76047  -060,NK96-26-40,1979-052A,,
1979 Mar 1 1845:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor-2,Meteor-2 No. 4,1979-021A,1979-021,S11288,11288,NIIP-53  LC43/4,78018  -307,PL-WWW,1979-021A,,
1979 Mar 12 0547:28,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress-5,Progress 7K-TG No. 104,1979-022A,1979-022,S11292,11292,NIIP-5   LC31,Ye15000-162,NK9807-46,1979-022A,,
1979 Mar 14 1050:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1080,Zenit-4MKM,1979-023A,1979-023,S11294,11294,NIIP-53  LC41/1,78055  -737,RAEX,1979-023A,,
1979 Mar 15 0258:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1081,Strela-1M,1979-024A,1979-024,S11296,11296,NIIP-53  LC132/2,47168-312,RAEX,1979-024A,,
1979 Mar 16 1830:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan IIID,S,OPS 3854,HEXAGON SV-15,1979-025A,1979-025,S11305,11305,V        SLC4E,23D-21,TLE,1979-025A,,
1979 Mar 21 0413:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1089,Parus,1979-026A,1979-026,S11308,11308,NIIP-53  LC132/2,47172-413,RAEX,1979-026A,,
1979 Mar 31 1045:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1090,Zenit-2M,1979-027A,1979-027,S11313,11313,NIIP-53  LC41/1,77025  -127,RAEX,1979-027A,,
1979 May 13 0417:10,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress-6,Progress 7K-TG No. 106,1979-039A,1979-039,S11356,11356,NIIP-5   LC31,Zh15000-175,NK9807-46,1979-039A,,
1979 May 15 1140:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1098,Zenit-4MKM,1979-040A,1979-040,S11358,11358,NIIP-53  LC41/1,78055  -736,RAEX,1979-040A,,
1979 May 17 0710:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1099,Fram,1979-041A,1979-041,S11360,11360,NIIP-53  LC43/4,78055  -048,NK96-26-40,1979-041A,,
1979 May 22 2300:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K,S,Kosmos-1100,TKS VA No. 0102A,1979-042A,1979-042,S11362,11362,NIIP-5   LC81/24,300-02,NK9810-25,1979-042A,,
1979 May 25 0700:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1102,Gektor-Priroda,1979-043A,1979-043,S11368,11368,NIIP-53  LC41/1,76047  -152,NK96-26-40,1979-043A,,
1979 May 28 1830:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 24B,S,OPS 7164,GAMBIT-3 Mission 4350,1979-044A,1979-044,S11372,11372,V        SLC4W,24B-25 (3B-61),TLE,1979-044A,,
1979 May 31 1630:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1103,Zenit-6,1979-045A,1979-045,S11376,11376,NIIP-53  LC43/3,78055  -420,RAEX,1979-045A,,
1979 May 31 1758:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1104,Parus,1979-046A,1979-046,S11378,11378,NIIP-53  LC132/1,65082-418,RAEX,1979-046A,,
1979 May 4 1857:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3D Centaur,S,FLTSATCOM F2,FLTSATCOM F2,1979-038A,1979-038,S11353,11353,CC       LC36A,AC-47,patrick.af.mil,1979-038A,,
1979 Nov 1 0805:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Interkosmos-20,AUOS-Z ?,1979-096A,1979-096,S11609,11609,NIIP-53  LC132/2,53755-105,NK9521-43,1979-096A,,
1979 Nov 2 1600:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1144,Feniks No. 939,1979-097A,1979-097,S11611,11611,NIIP-53  LC43/3,76047  -939,NK9718-91,1979-097A,,
1979 Nov 21 0209:36,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan IIIC,S,DSCS II F-13,DSCS II D-13,1979-098A,1979-098,S11621,11621,CC       LC40,23C-19 (3C-37),patrick.af.mil,1979-098A,,
1979 Nov 27 0955:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-1145,Tselina-D,1979-099A,1979-099,S11629,11629,NIIP-53  LC43/4,78055  -327,RAEX,1979-099A,,
1979 Oct 1 1122:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan IIIC,S,OPS 1948,VORTEX 9,1979-086A,1979-086,S11558,11558,CC       LC40,23C-16 (3C-34),AFT3,1979-086A,,
1979 Oct 11 1636:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1140,Strela-2M,1979-089A,1979-089,S11573,11573,NIIP-53  LC132/2,47172-407,RAEX,1979-089A,,
1979 Oct 12 0000:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,F,[Kosmos],Zenit-6,1979-U01,1979-U01,F00825,825,NIIP-53  LC43/3,77025  -419,AVMNLJ,1964-036A,,
1979 Oct 16 1217:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1141,Parus,1979-090A,1979-090,S11585,11585,NIIP-53  LC132/2,47172-410,RAEX,1979-090A,,
1979 Oct 20 0703:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,Molniya-1,1979-091A,1979-091,S11589,11589,NIIP-53  LC41/1,78055  -528,RAEX,1979-091A,,
1979 Oct 22 1230:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1142,Zenit-6,1979-092A,1979-092,S11592,11592,NIIP-53  LC43/3,76047  -445,RAEX,1979-092A,,
1979 Oct 26 1812:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-1143,Tselina-D,1979-093A,1979-093,S11600,11600,NIIP-53  LC43/4,78018  -306 ?,RAEX,1979-093A,,
1979 Oct 3 1712:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Ekran,Ekran No. 17L,1979-087A,1979-087,S11561,11561,NIIP-5   LC200/40,302-02,NK9810-25,1979-087A,,
1979 Oct 30 1416:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Scout G-1,S,Magsat,AEM-C,1979-094A,1979-094,S11604,11604,V        SLC5,S203C,APL-TD1-3,1979-094A,,
1979 Oct 31 0925:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor-2,Meteor-2 No. 7,1979-095A,1979-095,S11605,11605,NIIP-53  LC43/4,78055  -328,PL-WWW,1979-095A,,
1979 Oct 5 1130:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1139,Orion,1979-088A,1979-088,S11564,11564,NIIP-53  LC41/1,78055  -817,RAEX,1979-088A,,
1979 Sep 14 1530:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1128,Zenit-4MKM,1979-081A,1979-081,S11529,11529,NIIP-53  LC43/4,78055  -738,RAEX,1979-081A,,
1979 Sep 20 0528:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3D Centaur,S,HEAO 3,HEAO C,1979-082A,1979-082,S11532,11532,CC       LC36B,AC-53,SP-4024,1979-082A,,
1979 Sep 25 1530:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1129,Bion No. 5,1979-083A,1979-083,S11536,11536,NIIP-53  LC41/1,Zh15000-193,NK96-26-34,1979-083A,,
1979 Sep 25 2100:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1130,Strela-1M,1979-084A,1979-084,S11538,11538,NIIP-53  LC132/2,47147-243,RAEX,1979-084A,,
1979 Sep 28 1220:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1138,Zenit-6,1979-085A,1979-085,S11548,11548,NIIP-53  LC43/3,77025  -418,RAEX,1979-085A,,
1979 Sep 5 1020:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1127,Resurs-F1 17F41 No. 11,1979-080A,1979-080,S11520,11520,NIIP-53  LC41/1,Zh15000-201,NK95-20-29,1979-080A,,
1980 Apr 1 0800:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Kosmos-1170,Zenit-4MKM,1980-025A,1980-025,S11747,11747,NIIP-5   LC1,77025  -734,RAEX,1980-025A,,
1980 Apr 12 2018:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-1172,Oko,1980-028A,1980-028,S11758,11758,NIIP-53  LC41/1,77025  -526,NK9715-48,1980-028A,,
1980 Apr 17 0830:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Kosmos-1173,Zenit-4MKM,1980-029A,1980-029,S11763,11763,NIIP-5   LC1,77025  -735,RAEX,1980-029A,,
1980 Apr 18 0051:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-1174,IS,1980-030A,1980-030,S11765,11765,NIIP-5   LC90,45055-506,JCM,1980-030A,,
1980 Apr 18 1731:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,F,Kosmos-1175,Molniya-3 No. 26,1980-031C,1980-031,S11769,11769,NIIP-53  LC41/1,78055  -506,NK9701-29,1980-031C,,
1980 Apr 26 1000:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas F/SVS,S,Navstar 6,Navstar GPS SVN 6,1980-032A,1980-032,S11783,11783,V        SLC3E,34F,TLE,1980-032A,,
1980 Apr 27 0624:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress-9,Progress 7K-TG No. 109,1980-033A,1980-033,S11784,11784,NIIP-5   LC1,Zh15000-210,NK9807-46,1980-033A,,
1980 Apr 29 1140:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-1176,US-A reactor,1980-034A,1980-034,S11788,11788,NIIP-5   LC90,51052-103,RAEX,1980-034A,,
1980 Apr 29 1330:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1177,Yantar'-4K1 No. 2,1980-035A,1980-035,S11789,11789,NIIP-53  LC43/3,Zh15000-213,NK9718-91,1980-035A,,
1980 Apr 3 0740:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1171,Lira,1980-026A,1980-026,S11750,11750,NIIP-53  LC132/2,47198-315,RAEX,1980-026A,,
1980 Apr 9 1338:22,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Soyuz-35,Soyuz 7K-T No. 51,1980-027A,1980-027,S11753,11753,NIIP-5   LC31,Zh15000-189,NK0204-71,1980-027A,,
1980 Aug 12 1150:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1205,Zenit-6,1980-068A,1980-068,S11924,11924,NIIP-53  LC43/3,78017  -455,RAEX,1980-068A,,
1980 Aug 15 0534:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-1206,Tselina-D,1980-069A,1980-069,S11932,11932,NIIP-53  LC43/3,76047  -352,RAEX,1980-069A,,
1980 Aug 22 1000:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1207,Fram,1980-070A,1980-070,S11938,11938,NIIP-53  LC41/1,76047  -065,NK96-26-40,1980-070A,,
1980 Aug 26 1530:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1208,Feniks No. 927,1980-071A,1980-071,S11945,11945,NIIP-53  LC41/1,77052  -960,NK9718-91,1980-071A,,
1980 Dec 1 1215:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1224,Zenit-6,1980-096A,1980-096,S12084,12084,NIIP-53  LC43/3,77023  -473,RAEX,1980-096A,,
1980 Dec 10 2053:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1226,Tsikada,1980-099A,1980-099,S12091,12091,NIIP-53  LC132/1,65083-464,RAEX,1980-099A,,
1980 Dec 13 1604:00,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 34B,S,OPS 5805,QUASAR 4 (or JUMPSEAT 6),1980-100A,1980-100,S12093,12093,V        SLC4W,34B-3  (3B-53),Insprucker,1980-100A,,
1980 Dec 16 1215:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1227,Zenit-6,1980-101A,1980-101,S12100,12100,NIIP-53  LC43/3,77023  -475,RAEX,1980-101A,,
1980 Dec 23 2248:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1228,Strela-1M,1980-102A,1980-102,S12107,12107,NIIP-53  LC132/1,47198-318,RAEX,1980-102A,,
1980 Dec 25 0402:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,S,Prognoz-8,SO-M No. 508,1980-103A,1980-103,S12116,12116,NIIP-5   LC31,P 15000-203,RAEX,1980-103A,,
1980 Dec 26 1149:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Ekran,Ekran No. 20L,1980-104A,1980-104,S12120,12120,NIIP-5   LC200/40,304-01,NK9810-25,1980-104A,,
1980 Dec 26 1610:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1236,Feniks No. 941,1980-105A,1980-105,S12121,12121,NIIP-53  LC41/1,76038  -913,NK9718-91,1980-105A,,
1980 Dec 5 0423:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1225,Parus,1980-097A,1980-097,S12087,12087,NIIP-53  LC132/1,65098-317,RAEX,1980-097A,,
1980 Dec 6 2331:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3D Centaur,S,INTELSAT 502,INTELSAT V F2,1980-098A,1980-098,S12089,12089,CC       LC36B,AC-54,AP,1980-098A,,
1980 Dec 9 0718:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas E/MSD,F,OPS 3255,PARCAE 4,1980-U01,1980-U01,F00858,858,V        SLC3W,68E,AWST801215-19,1964-047A,,
1980 Feb 11 2332:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-1156,Strela-1M,1980-012A,1980-012,S11691,11691,NIIP-53  LC132/2,53772-402,RAEX,1980-012A,,
1980 Feb 12 0053:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,F,Kosmos-1164,Oko,1980-013A,1980-013,S11700,11700,NIIP-53  LC43/4,78055  -532,NK9701-29,1980-013A,,
1980 Feb 14 1557:00,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Delta 3910,S,Solar Maximum Mission,SMM,1980-014A,1980-014,S11703,11703,CC       LC17A,635/D151,JCM,1980-014A,,
1980 Feb 17 0040:00,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-3S,S,Tansei-4,MS-T4,1980-015A,1980-015,S11706,11706,KASC     M,M-3S-1,ISASNews2007.1,1980-015A,,
1980 Feb 20 0805:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM,S,Raduga,Gran' No. 16L,1980-016A,1980-016,S11708,11708,NIIP-5   LC200/39,297-01,NK9810-25,1980-016A,,
1980 Feb 21 1200:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1165,Zenit-4MKM,1980-017A,1980-017,S11713,11713,NIIP-53  LC43/4,76038  -713,RAEX,1980-017A,,
1980 Feb 22 0835:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,N-1,S,Ayame 2,ECS-b,1980-018A,1980-018,S11715,11715,TNSC     N,N-6(F),WWW-NASDA,1980-018A,,
1980 Feb 7 1100:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U,S,Kosmos-1155,Zenit-6,1980-009A,1980-009,S11685,11685,NIIP-53  LC43/4,78017  -452,RAEX,1980-009A,,
